Make,Model,Configuration,Rating,Price,Registered,Kilometers,Fuel,Consumption,Tax,Power,Transmission,TowCapacity,PriceNew,Trunk,Width,Length,Height
Peugeot,5008,"1,6 BlueHDi 120 Allure 7prs 5d",4.3,179.900 kr.,8/2017,88.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,120 hk/300 nm,Manuel,1.200 kg,339.989 kr.,-,191 cm,,
VW,Golf VII,"1,4 GTE DSG 5d",4.6,159.700 kr.,2/2018,136.000 km,Plug-in hybrid Benzin,"(NEDC) 35,1 km/l",1.080 kr. / år,204 hk/330 nm,Automatisk,1.700 kg,318.698 kr.,272 liter,180 cm,427 cm,145 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,149.500 kr.,8/2020,155.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.500 kg,306.008 kr.,411 liter,188 cm,461 cm,166 cm
Kia,XCeed,"1,6 PHEV Upgrade DCT 5d",4.5,179.900 kr.,11/2021,50.700 km,Plug-in hybrid Benzin,"(NEDC) 38,5 km/l",840 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,285.719 kr.,291 liter,183 cm,440 cm,148 cm
Audi,A3,"1,4 e-tron Ambition Sportback S-tr. 5d",4.5,129.900 kr.,5/2016,167.000 km,Plug-in hybrid Benzin,"(NEDC) 32,7 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,451.250 kr.,280 liter,179 cm,431 cm,142 cm
Mercedes,A250 e,"1,3 Advantage aut. 5d",4.5,269.800 kr.,8/2021,62.000 km,Plug-in hybrid Benzin,"(NEDC) 36,9 km/l",840 kr. / år,218 hk/450 nm,Automatisk,1.600 kg,-,310 liter,180 cm,453 cm,144 cm
Peugeot,3008,"1,6 Hybrid4 GT Pack EAT8 5d",4.4,279.900 kr.,11/2020,62.000 km,Plug-in hybrid Benzin,"(NEDC) 40,8 km/l",980 kr. / år,300 hk/520 nm,Automatisk,1.250 kg,460.813 kr.,395 liter,184 cm,445 cm,162 cm
Peugeot,3008,"1,6 BlueHDi 120 Allure 5d",4.4,149.900 kr.,7/2017,99.900 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,120 hk/300 nm,Manuel,1.400 kg,316.990 kr.,-,184 cm,,
Citroën,C5 Aircross,"1,6 Hybrid Iconic Black Edition EAT8 5d",4.5,194.900 kr.,12/2021,58.476 km,Plug-in hybrid Benzin,"(NEDC) 38,9 km/l",840 kr. / år,225 hk/320 nm,Automatisk,1.300 kg,-,460 liter,186 cm,450 cm,169 cm
Volvo,V40,"2,0 D3 150 Momentum aut. 5d",4.3,149.900 kr.,7/2016,131.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,150 hk/320 nm,Automatisk,1.500 kg,404.000 kr.,-,180 cm,,
Peugeot,508,"2,0 BlueHDi 150 Allure SW 5d",4.4,59.800 kr.,3/2016,320.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,150 hk/370 nm,Manuel,1.775 kg,453.993 kr.,-,185 cm,,
Seat,Leon,"1,4 eHybrid Cupra Sportstourer DSG 5d",4.4,244.800 kr.,12/2020,68.000 km,Plug-in hybrid Benzin,"(NEDC) 37,9 km/l",1.040 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,338.409 kr.,470 liter,180 cm,464 cm,144 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,209.900 kr.,5/2021,69.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.500 kg,345.749 kr.,411 liter,188 cm,461 cm,166 cm
VW,Golf VII,"1,4 GTE DSG 5d",4.6,154.900 kr.,6/2015,128.000 km,Plug-in hybrid Benzin,"(NEDC) 34,8 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,426.098 kr.,-,180 cm,436 cm,145 cm
Peugeot,3008,"1,6 Hybrid4 GT EAT8 5d",4.4,189.800 kr.,1/2020,76.000 km,Plug-in hybrid Benzin,"(NEDC) 40,6 km/l",980 kr. / år,300 hk/520 nm,Automatisk,1.250 kg,465.911 kr.,395 liter,184 cm,445 cm,162 cm
Kia,Niro,"1,6 PHEV Comfort DCT 5d",·,144.900 kr.,4/2019,57.000 km,Plug-in hybrid Benzin,"(NEDC) 44,2 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,281.019 kr.,324 liter,181 cm,436 cm,154 cm
Mercedes,B250 e,"1,3 AMG Line aut. 5d",4.9,274.900 kr.,9/2020,62.000 km,Plug-in hybrid Benzin,"(NEDC) 36,5 km/l",1.040 kr. / år,218 hk/450 nm,Automatisk,1.600 kg,-,445 liter,180 cm,442 cm,156 cm
Renault,Kadjar,"1,5 dCi 110 Zen 5d",4.4,104.800 kr.,12/2015,152.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,110 hk/260 nm,Manuel,1.350 kg,307.738 kr.,-,184 cm,,
Audi,A1,"1,6 TDi 105 Ambition Sportback 5d",4.5,78.900 kr.,2/2013,149.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,105 hk/250 nm,Manuel,1.200 kg,282.112 kr.,-,175 cm,395 cm,142 cm
Peugeot,3008,"1,6 Hybrid GT EAT8 5d",·,209.900 kr.,8/2021,86.000 km,Plug-in hybrid Benzin,"(NEDC) 39,0 km/l",840 kr. / år,225 hk/360 nm,Automatisk,1.250 kg,370.813 kr.,395 liter,184 cm,445 cm,162 cm
Citroën,C4,"1,6 BlueHDi 120 Feel 5d",4.2,74.900 kr.,1/2017,185.000 km,Diesel,"(NEDC) 27,8 km/l",1.860 kr. / år,120 hk/300 nm,Manuel,1.550 kg,228.605 kr.,-,179 cm,,
Skoda,Octavia,"1,0 eTSi 110 Style First Edition Combi DSG 5d",4.5,239.900 kr.,12/2020,85.000 km,Benzin,"(WLTP) 18,8 km/l",1.260 kr. / år,110 hk/200 nm,Automatisk,1.300 kg,289.923 kr.,640 liter,183 cm,,
Peugeot,3008,"1,6 Hybrid Allure Pack EAT8 5d",·,199.900 kr.,10/2021,50.400 km,Plug-in hybrid Benzin,"(NEDC) 39,2 km/l",840 kr. / år,225 hk/360 nm,Automatisk,1.250 kg,335.809 kr.,395 liter,184 cm,445 cm,162 cm
Mitsubishi,Outlander,"2,4 PHEV Invite CVT 4WD 5d",4.1,189.900 kr.,1/2020,68.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",1.160 kr. / år,224 hk/300 nm,Automatisk,1.500 kg,346.069 kr.,498 liter,180 cm,470 cm,170 cm
VW,Passat,"1,4 GTE+ Variant DSG 5d",4.3,288.799 kr.,3/2020,61.000 km,Plug-in hybrid Benzin,"(NEDC) 33,8 km/l",1.080 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,410.912 kr.,483 liter,183 cm,477 cm,152 cm
Audi,Q3,45 TFSi e Attitude+ S-tr. 5d,4.5,259.900 kr.,5/2021,97.000 km,Plug-in hybrid Benzin,"(WLTP) 62,5 km/l",1.160 kr. / år,245 hk/400 nm,Automatisk,1.400 kg,375.808 kr.,530 liter,185 cm,448 cm,162 cm
Seat,Leon,"1,4 eHybrid FR DSG 5d",4.4,209.900 kr.,5/2021,42.000 km,Plug-in hybrid Benzin,"(NEDC) 44,6 km/l",940 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,278.410 kr.,270 liter,180 cm,437 cm,146 cm
VW,Golf VIII,"1,4 eHybrid DSG 5d",4.6,229.900 kr.,2/2021,72.000 km,Plug-in hybrid Benzin,"(WLTP) 111,1 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,315.815 kr.,280 liter,179 cm,428 cm,146 cm
Seat,Leon,"1,4 eHybrid FR Sportstourer DSG 5d",4.4,229.800 kr.,7/2021,59.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,295.810 kr.,470 liter,180 cm,464 cm,146 cm
Renault,Kadjar,"1,5 dCi 110 Zen 5d",4.4,109.500 kr.,6/2017,110.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,110 hk/260 nm,Manuel,1.350 kg,272.585 kr.,-,184 cm,,
Ford,Kuga,"2,5 PHEV Titanium X CVT 5d",4.4,199.900 kr.,8/2021,76.000 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",840 kr. / år,225 hk/-,Automatisk,1.500 kg,325.423 kr.,411 liter,188 cm,461 cm,166 cm
VW,Golf VIII,"1,4 eHybrid DSG 5d",4.6,229.995 kr.,6/2021,55.200 km,Plug-in hybrid Benzin,"(NEDC) 50,2 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,315.815 kr.,280 liter,179 cm,428 cm,146 cm
Renault,Grand Scenic IV,"1,5 dCi 110 Zen 7prs 5d",4.3,114.900 kr.,8/2017,199.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,110 hk/260 nm,Manuel,1.850 kg,-,-,187 cm,,
Ford,Kuga,"2,5 PHEV Vignale CVT 5d",4.4,259.900 kr.,11/2021,89.000 km,Plug-in hybrid Benzin,"(NEDC) 46,0 km/l",840 kr. / år,225 hk/-,Automatisk,1.500 kg,398.467 kr.,411 liter,188 cm,461 cm,166 cm
Citroën,Grand C4 Picasso,"1,6 BlueHDi 120 Intensive EAT6 7prs 5d",4.1,108.900 kr.,12/2015,161.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,120 hk/300 nm,Automatisk,1.500 kg,366.155 kr.,-,183 cm,,
BMW,330e,"2,0 Touring Sport Line aut. 5d",4.8,264.900 kr.,9/2020,121.000 km,Plug-in hybrid Benzin,"(NEDC) 33,4 km/l",1.080 kr. / år,292 hk/420 nm,Automatisk,1.500 kg,534.069 kr.,410 liter,183 cm,471 cm,144 cm
Ford,Kuga,"2,5 PHEV ST-Line CVT 5d",4.4,194.800 kr.,9/2021,90.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",840 kr. / år,225 hk/-,Automatisk,1.500 kg,320.523 kr.,411 liter,188 cm,461 cm,166 cm
Volvo,V40 CC,"2,0 D2 120 Kinetic 5d",4.6,99.900 kr.,6/2015,185.000 km,Diesel,"(NEDC) 27,0 km/l",1.860 kr. / år,120 hk/280 nm,Manuel,1.500 kg,340.003 kr.,-,180 cm,,
Kia,Ceed,"1,6 PHEV Prestige SW DCT 5d",4.3,158.900 kr.,3/2021,100.000 km,Plug-in hybrid Benzin,"(WLTP) 76,9 km/l",840 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,255.722 kr.,437 liter,180 cm,461 cm,147 cm
Seat,Tarraco,"1,4 eHybrid Xcellence DSG 5d",4.4,287.000 kr.,6/2021,86.000 km,Plug-in hybrid Benzin,"(NEDC) 32,2 km/l",1.160 kr. / år,245 hk/400 nm,Automatisk,1.800 kg,380.810 kr.,610 liter,184 cm,474 cm,167 cm
Skoda,Superb,"1,4 TSi iV Sportline Combi DSG 5d",·,299.900 kr.,9/2020,49.000 km,Plug-in hybrid Benzin,"(WLTP) 55,0 km/l",1.160 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,528.416 kr.,510 liter,186 cm,486 cm,151 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,199.800 kr.,5/2021,96.000 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.500 kg,345.749 kr.,411 liter,188 cm,461 cm,166 cm
Audi,A3,"1,4 e-tron Sport Sportback S-tr. 5d",·,179.900 kr.,6/2018,95.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",1.160 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,394.834 kr.,280 liter,179 cm,431 cm,143 cm
Peugeot,3008,"1,6 Hybrid4 GT EAT8 5d",4.4,199.900 kr.,3/2020,55.000 km,Plug-in hybrid Benzin,"(WLTP) 76,9 km/l",980 kr. / år,300 hk/520 nm,Automatisk,1.250 kg,465.911 kr.,395 liter,184 cm,445 cm,162 cm
Skoda,Octavia,"1,4 TSi iV Plus Combi DSG 5d",4.5,229.900 kr.,5/2021,89.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",940 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,335.814 kr.,490 liter,183 cm,469 cm,150 cm
VW,Passat,"1,4 GTE Variant DSG 5d",4.3,179.900 kr.,1/2018,162.000 km,Plug-in hybrid Benzin,"(NEDC) 31,6 km/l",1.160 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,537.688 kr.,-,183 cm,477 cm,148 cm
VW,Golf VIII,"1,4 eHybrid DSG 5d",4.6,219.800 kr.,4/2021,48.000 km,Plug-in hybrid Benzin,"(WLTP) 111,1 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,315.815 kr.,280 liter,179 cm,428 cm,146 cm
Hyundai,Tucson,"1,6 PHEV Advanced aut. 4WD 5d",4.2,274.900 kr.,8/2021,74.200 km,Plug-in hybrid Benzin,"(NEDC) 36,2 km/l",840 kr. / år,265 hk/350 nm,Automatisk,1.350 kg,355.814 kr.,558 liter,187 cm,450 cm,165 cm
Hyundai,Tucson,"1,6 PHEV Advanced aut. 4WD 5d",4.2,264.900 kr.,8/2021,62.000 km,Plug-in hybrid Benzin,"(NEDC) 36,2 km/l",840 kr. / år,265 hk/350 nm,Automatisk,1.350 kg,375.815 kr.,558 liter,187 cm,450 cm,165 cm
Audi,A3,"1,4 e-tron Sportback S-tr. 5d",4.5,189.900 kr.,8/2017,125.000 km,Plug-in hybrid Benzin,"(NEDC) 35,1 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,454.328 kr.,280 liter,179 cm,431 cm,143 cm
Ford,Kuga,"2,5 PHEV Titanium X CVT 5d",4.4,179.900 kr.,4/2020,73.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,292.010 kr.,411 liter,188 cm,461 cm,166 cm
Peugeot,308,"1,6 BlueHDi 120 Active SW 5d",4.3,64.900 kr.,6/2016,217.000 km,Diesel,"(NEDC) 31,3 km/l",1.040 kr. / år,120 hk/300 nm,Manuel,1.300 kg,280.993 kr.,-,180 cm,,
VW,Passat,"1,4 GTE Variant DSG 5d",4.3,169.900 kr.,4/2018,110.000 km,Plug-in hybrid Benzin,"(NEDC) 30,1 km/l",1.160 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,449.193 kr.,483 liter,183 cm,477 cm,148 cm
Cupra,Leon,"1,4 eHybrid Sportstourer DSG 5d",4.4,219.990 kr.,6/2021,75.000 km,Plug-in hybrid Benzin,"(NEDC) 39,0 km/l",1.040 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,335.810 kr.,470 liter,180 cm,466 cm,146 cm
Ford,Kuga,"2,5 PHEV Titanium CVT 5d",4.4,199.600 kr.,8/2021,70.000 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",940 kr. / år,225 hk/-,Automatisk,1.500 kg,305.663 kr.,411 liter,188 cm,461 cm,166 cm
BMW,420d,"2,0 Gran Coupé aut. 5d",·,158.000 kr.,1/2017,185.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,190 hk/4.000 nm,Automatisk,1.600 kg,679.915 kr.,-,183 cm,,
Audi,Q3,45 TFSi e S-line S-tr. 5d,4.5,279.900 kr.,8/2021,109.000 km,Plug-in hybrid Benzin,"(WLTP) 58,8 km/l",840 kr. / år,245 hk/400 nm,Automatisk,1.400 kg,-,530 liter,185 cm,448 cm,162 cm
VW,Passat,"1,4 GTE Variant DSG 5d",4.3,198.700 kr.,7/2018,75.000 km,Plug-in hybrid Benzin,"(NEDC) 31,6 km/l",1.160 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,449.193 kr.,483 liter,183 cm,477 cm,148 cm
Skoda,Octavia,"1,6 TDi 105 Ambition Combi 5d",4.5,84.700 kr.,7/2014,185.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,105 hk/250 nm,Manuel,1.500 kg,259.613 kr.,-,181 cm,,
Ford,Kuga,"2,5 PHEV ST-Line CVT 5d",4.4,219.999 kr.,12/2020,54.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.500 kg,292.010 kr.,411 liter,188 cm,461 cm,166 cm
VW,Golf VII,"1,4 GTE Limited Edition DSG 5d",·,189.900 kr.,10/2020,90.500 km,Plug-in hybrid Benzin,"(NEDC) 34,7 km/l",1.080 kr. / år,204 hk/330 nm,Automatisk,1.500 kg,-,272 liter,180 cm,427 cm,145 cm
VW,Golf VII,"1,4 GTE DSG 5d",4.6,139.990 kr.,7/2016,191.000 km,Plug-in hybrid Benzin,"(NEDC) 36,4 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,426.098 kr.,-,180 cm,436 cm,145 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,207.900 kr.,4/2021,99.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.500 kg,345.749 kr.,411 liter,188 cm,461 cm,166 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,214.900 kr.,8/2020,67.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.500 kg,306.008 kr.,411 liter,188 cm,461 cm,166 cm
VW,Golf VIII,"1,4 GTE DSG 5d",4.6,224.700 kr.,5/2021,49.985 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",940 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,340.814 kr.,280 liter,179 cm,428 cm,146 cm
Ford,Fiesta,"1,0 EcoBoost mHEV ST-Line 5d",4.2,134.700 kr.,7/2020,74.000 km,Benzin,"(WLTP) 19,6 km/l",1.260 kr. / år,155 hk/240 nm,Manuel,1.000 kg,185.847 kr.,303 liter,173 cm,,
Fiat,Punto,"0,9 TwinAir 100 Popstar Edition 5d",3.9,49.900 kr.,9/2016,173.400 km,Benzin,"(NEDC) 26,3 km/l",840 kr. / år,100 hk/145 nm,Manuel,1.000 kg,127.602 kr.,-,169 cm,,
Mitsubishi,Outlander,"2,4 PHEV Intense CVT 4WD 5d",4.1,174.700 kr.,12/2019,71.000 km,Plug-in hybrid Benzin,"(NEDC) 32,1 km/l",1.160 kr. / år,224 hk/300 nm,Automatisk,1.500 kg,385.926 kr.,498 liter,180 cm,470 cm,170 cm
Citroën,C4,"1,6 BlueHDi 100 Challenge 5d",4.2,49.700 kr.,5/2017,227.000 km,Diesel,"(NEDC) 30,3 km/l",1.040 kr. / år,100 hk/254 nm,Manuel,1.550 kg,189.883 kr.,-,179 cm,433 cm,149 cm
Skoda,Octavia,"1,4 TSi iV Plus Combi DSG 5d",4.5,219.900 kr.,5/2021,89.500 km,Plug-in hybrid Benzin,"(NEDC) 45,1 km/l",940 kr. / år,204 hk/-,Automatisk,1.500 kg,338.295 kr.,490 liter,183 cm,469 cm,150 cm
Opel,Grandland X,"1,6 Hybrid4 Ultimate aut. 5d",·,184.900 kr.,11/2020,80.000 km,Plug-in hybrid Benzin,"(NEDC) 40,5 km/l",980 kr. / år,300 hk/520 nm,Automatisk,1.250 kg,395.911 kr.,390 liter,186 cm,448 cm,161 cm
Ford,Kuga,"2,5 PHEV ST-Line CVT 5d",4.4,184.900 kr.,8/2020,111.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,292.010 kr.,411 liter,188 cm,461 cm,166 cm
Audi,A3,40 TFSi e Sportback S-tr. 5d,4.5,259.900 kr.,6/2020,35.000 km,Plug-in hybrid Benzin,"(NEDC) 38,8 km/l",1.040 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,-,280 liter,182 cm,434 cm,145 cm
Audi,A3,"1,4 e-tron Design Sportback S-tr. 5d",4.5,164.900 kr.,8/2017,106.000 km,Plug-in hybrid Benzin,"(NEDC) 38,8 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,-,280 liter,179 cm,431 cm,143 cm
Kia,Optima,"2,0 PHEV SW aut. 5d",4.6,169.800 kr.,6/2019,89.000 km,Plug-in hybrid Benzin,"(NEDC) 38,6 km/l",1.040 kr. / år,205 hk/375 nm,Automatisk,1.500 kg,346.018 kr.,440 liter,186 cm,486 cm,147 cm
Cupra,Formentor,"1,4 eHybrid VZ DSG 5d",4.7,209.900 kr.,6/2021,117.000 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",1.040 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,360.811 kr.,345 liter,184 cm,445 cm,151 cm
Ford,Focus,"1,0 EcoBoost mHEV Titanium stc. 5d",4.3,144.900 kr.,8/2020,79.500 km,Benzin,"(WLTP) 17,9 km/l",1.260 kr. / år,125 hk/210 nm,Manuel,1.000 kg,254.889 kr.,608 liter,183 cm,,
Opel,Astra,"1,6 CDTi 110 Edition Sports Tourer 5d",4.0,89.600 kr.,8/2016,127.000 km,Diesel,"(NEDC) 27,8 km/l",1.860 kr. / år,110 hk/300 nm,Manuel,1.403 kg,-,-,181 cm,,
Ford,Kuga,"2,5 PHEV Titanium X CVT 5d",4.4,209.800 kr.,7/2020,98.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,292.010 kr.,411 liter,188 cm,461 cm,166 cm
VW,Passat,"1,4 GTE Variant DSG 5d",4.3,159.600 kr.,2/2019,207.000 km,Plug-in hybrid Benzin,"(NEDC) 30,1 km/l",1.160 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,449.193 kr.,483 liter,183 cm,477 cm,148 cm
Peugeot,508,"1,6 Hybrid Allure Pack SW EAT8 5d",4.4,189.500 kr.,3/2021,82.000 km,Plug-in hybrid Benzin,"(NEDC) 86,4 km/l",840 kr. / år,225 hk/360 nm,Automatisk,1.340 kg,340.812 kr.,530 liter,186 cm,478 cm,142 cm
Volvo,V40 CC,"2,0 D3 150 Momentum aut. 5d",4.6,144.900 kr.,3/2017,117.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,150 hk/320 nm,Automatisk,1.500 kg,427.000 kr.,-,180 cm,,
Kia,Niro,"1,6 PHEV Advance+ DCT 5d",4.5,149.900 kr.,4/2020,128.300 km,Plug-in hybrid Benzin,"(NEDC) 71,4 km/l",840 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,304.918 kr.,324 liter,181 cm,436 cm,154 cm
Seat,Leon,"1,4 eHybrid Cupra Sportstourer DSG 5d",4.4,234.900 kr.,11/2020,67.000 km,Plug-in hybrid Benzin,"(NEDC) 38,9 km/l",1.040 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,338.409 kr.,470 liter,180 cm,464 cm,144 cm
Audi,A3,"1,6 TDi 110 Attraction Sportback S-tr. 5d",4.5,112.300 kr.,5/2014,169.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,110 hk/250 nm,Automatisk,1.500 kg,352.724 kr.,-,179 cm,,
Kia,Ceed,"1,6 PHEV Upgrade+ SW DCT 5d",4.3,184.800 kr.,6/2021,91.000 km,Plug-in hybrid Benzin,"(WLTP) 76,9 km/l",940 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,346.713 kr.,437 liter,180 cm,461 cm,147 cm
VW,Golf VIII,"1,4 eHybrid DSG 5d",4.6,229.900 kr.,8/2021,43.000 km,Plug-in hybrid Benzin,"(WLTP) 111,1 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,362.817 kr.,280 liter,179 cm,428 cm,146 cm
MG,EHS,"1,5 PHEV Luxury 5d",4.0,189.700 kr.,9/2021,39.000 km,Plug-in hybrid Benzin,"(WLTP) 66,7 km/l",840 kr. / år,258 hk/370 nm,Automatisk,1.500 kg,289.999 kr.,448 liter,188 cm,457 cm,169 cm
Kia,XCeed,"1,6 PHEV Upgrade Intro DCT 5d",4.5,159.900 kr.,6/2021,96.500 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,313.714 kr.,291 liter,183 cm,440 cm,149 cm
Kia,Optima,"2,0 PHEV Advance+ 2 SW aut. 5d",4.6,149.800 kr.,8/2019,139.000 km,Plug-in hybrid Benzin,"(WLTP) 66,7 km/l",1.040 kr. / år,205 hk/375 nm,Automatisk,1.500 kg,-,440 liter,186 cm,486 cm,147 cm
Audi,A3,"1,4 e-tron S-line Sportback S-tr. 5d",4.5,184.900 kr.,4/2018,121.000 km,Plug-in hybrid Benzin,"(NEDC) 33,8 km/l",1.080 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,-,280 liter,179 cm,431 cm,143 cm
Kia,Niro,"1,6 PHEV Advance DCT 5d",4.5,189.900 kr.,1/2021,16.000 km,Plug-in hybrid Benzin,"(NEDC) 86,4 km/l",840 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,285.718 kr.,324 liter,181 cm,436 cm,154 cm
Volvo,V60,"2,0 D4 181 Momentum 5d",4.6,105.000 kr.,6/2014,270.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,181 hk/400 nm,Manuel,1.800 kg,-,-,187 cm,,
Mercedes,C300 de,"2,0 AMG Line stc. aut. 5d",4.8,299.900 kr.,8/2020,173.000 km,Plug-in hybrid Diesel,"(NEDC) 32,2 km/l",1.160 kr. / år,306 hk/700 nm,Automatisk,1.800 kg,-,315 liter,181 cm,,
Skoda,Octavia,"1,4 TSi iV Plus Combi DSG 5d",4.5,214.995 kr.,4/2021,85.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,335.814 kr.,490 liter,183 cm,469 cm,150 cm
VW,Golf VII,"1,4 GTE DSG 5d",4.6,159.700 kr.,1/2018,145.300 km,Plug-in hybrid Benzin,"(NEDC) 35,1 km/l",1.080 kr. / år,204 hk/330 nm,Automatisk,1.500 kg,318.698 kr.,272 liter,180 cm,427 cm,145 cm
VW,Golf VII,"1,4 GTE DSG 5d",4.6,204.900 kr.,11/2020,78.000 km,Plug-in hybrid Benzin,"(NEDC) 34,7 km/l",1.080 kr. / år,204 hk/330 nm,Automatisk,1.500 kg,328.418 kr.,272 liter,180 cm,427 cm,145 cm
VW,Golf VIII,"1,4 GTE DSG 5d",4.6,214.900 kr.,5/2021,60.000 km,Plug-in hybrid Benzin,"(NEDC) 44,8 km/l",940 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,340.814 kr.,280 liter,179 cm,428 cm,146 cm
VW,Golf VII,"1,4 GTE DSG 5d",4.6,209.900 kr.,10/2020,59.000 km,Plug-in hybrid Benzin,"(NEDC) 34,7 km/l",1.080 kr. / år,204 hk/330 nm,Automatisk,1.500 kg,328.418 kr.,272 liter,180 cm,427 cm,145 cm
Audi,A3,"1,4 e-tron Sport Sportback S-tr. 5d",4.5,189.900 kr.,3/2017,83.000 km,Plug-in hybrid Benzin,"(NEDC) 33,8 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,481.788 kr.,280 liter,179 cm,431 cm,143 cm
Ford,Kuga,"2,5 PHEV Vignale CVT 5d",4.4,209.900 kr.,9/2020,74.000 km,Plug-in hybrid Benzin,"(NEDC) 41,3 km/l",980 kr. / år,225 hk/-,Automatisk,1.500 kg,326.009 kr.,411 liter,188 cm,461 cm,166 cm
